geoid,Region,State,age,season,MMWR Year/Week,Deaths from influenza,Deaths from pneumonia,Deaths from pneumonia and influenza,All Deaths,Pecent of deaths due to pneumonia or influenza,pecent complete
National,NA,NA,All,2015-16,201546,13,3356,3369,51817,6.5017272324,108.90614655
National,NA,NA,All,2015-16,201547,14,3336,3350,51503,6.5044754674,108.24619847
National,NA,NA,All,2015-16,201548,22,3459,3481,52070,6.6852314192,109.43788817
National,NA,NA,All,2015-16,201549,20,3534,3554,53756,6.6113550115,112.98143108
National,NA,NA,All,2015-16,201550,26,3481,3507,52280,6.708110176,109.87925472
National,NA,NA,All,2015-16,201551,15,3532,3547,53207,6.6664160731,111.8275728
National,NA,NA,All,2015-16,201552,31,3915,3946,52561,7.5074675139,110.46984521
National,NA,NA,All,2015-16,201601,31,4239,4270,55766,7.6569953018,117.20593953
National,NA,NA,All,2015-16,201602,29,4258,4287,55496,7.7248810725,116.63846825
National,NA,NA,All,2015-16,201603,37,4034,4071,55116,7.3862399303,115.83980496
National,NA,NA,All,2015-16,201604,49,4104,4153,55527,7.4792443316,116.70362236
National,NA,NA,All,2015-16,201605,61,4071,4132,55013,7.5109519568,115.62332517
National,NA,NA,All,2015-16,201606,93,3957,4050,55295,7.3243512072,116.2160174
National,NA,NA,All,2015-16,201607,148,4014,4162,55724,7.4689541311,117.11766622
National,NA,NA,All,2015-16,201608,182,4193,4375,54823,7.9802272769,115.22399353
National,NA,NA,All,2015-16,201609,255,4210,4465,55579,8.0336098167,116.81291312
National,NA,NA,All,2015-16,201610,291,4235,4526,55742,8.1195507876,117.15549764
National,NA,NA,All,2015-16,201611,348,4103,4451,54106,8.2264443869,113.717042
National,NA,NA,All,2015-16,201612,286,4114,4400,54339,8.097315004,114.2067487
National,NA,NA,All,2015-16,201613,276,3842,4118,53451,7.7042524929,112.3403987
National,NA,NA,All,2015-16,201614,243,3866,4109,53542,7.6743491091,112.53165754
National,NA,NA,All,2015-16,201615,192,3811,4003,52842,7.5754134968,111.06043569
National,NA,NA,All,2015-16,201616,142,3615,3757,52438,7.1646515885,110.21133051
National,NA,NA,All,2015-16,201617,123,3302,3425,50274,6.8126665871,105.66315325
National,NA,NA,All,2015-16,201618,88,3302,3390,50330,6.7355454004,105.780851
National,NA,NA,All,2015-16,201619,68,3116,3184,49865,6.3852401484,104.80353934
National,NA,NA,All,2015-16,201620,33,3171,3204,49232,6.5079623009,103.47313444
National,NA,NA,All,2015-16,201621,28,3077,3105,49020,6.3341493268,103.02756439
National,NA,NA,All,2015-16,201622,17,2906,2923,48240,6.0592868988,101.3882029
National,NA,NA,All,2015-16,201623,14,3021,3035,48128,6.3061003989,101.15280741
National,NA,NA,All,2015-16,201624,17,2731,2748,47859,5.7418667335,100.58743787
National,NA,NA,All,2015-16,201625,10,2691,2701,47351,5.7042089924,99.519751153
National,NA,NA,All,2015-16,201626,8,2695,2703,47100,5.7388535032,98.992213033
National,NA,NA,All,2015-16,201627,9,2653,2662,46399,5.7371926119,97.518889438
National,NA,NA,All,2015-16,201628,5,2641,2646,45874,5.7679731438,96.41547305
National,NA,NA,All,2015-16,201629,4,2409,2413,44753,5.3918173083,94.059416345
National,NA,NA,All,2015-16,201630,4,2378,2382,43665,5.4551700447,91.772717242
National,NA,NA,All,2015-16,201631,3,2163,2166,39984,5.4171668667,84.036192058
National,NA,NA,All,2015-16,201632,1,1930,1931,37722,5.1190286835,79.282043737
National,NA,NA,All,2015-16,201633,4,1902,1906,37171,5.1276532781,78.123981967
National,NA,NA,All,2015-16,201634,5,1805,1810,35350,5.1202263083,74.296703412
National,NA,NA,All,2015-16,201635,4,1785,1789,33891,5.2786875572,71.230256728
National,NA,NA,All,2015-16,201636,3,1710,1713,33006,5.1899654608,69.370211961
National,NA,NA,All,2015-16,201637,3,1874,1877,32448,5.7846400394,68.197437972
National,NA,NA,All,2015-16,201638,6,1753,1759,31985,5.4994528685,67.224329806
National,NA,NA,All,2015-16,201639,5,1655,1660,30443,5.4528134547,63.983438245
National,NA,NA,All,2016-17,201640,10,1423,1433,27026,5.3023014875,56.801773873
National,NA,NA,0-17 years,2009-10,200940,23,32,55,803,6.8493150685,97.771098898
National,NA,NA,18-64 years,2009-10,200940,93,670,763,12383,6.1616732617,97.771098898
National,NA,NA,65 years and older,2009-10,200940,34,2789,2823,33328,8.4703552568,97.771098898
National,NA,NA,0-17 years,2009-10,200941,19,22,41,803,5.1058530511,97.903508864
National,NA,NA,18-64 years,2009-10,200941,123,739,862,12216,7.0563195809,97.903508864
National,NA,NA,65 years and older,2009-10,200941,32,2956,2988,33554,8.9050485784,97.903508864
National,NA,NA,0-17 years,2009-10,200942,36,20,56,782,7.1611253197,100.00315262
National,NA,NA,18-64 years,2009-10,200942,152,726,878,12429,7.0641242256,100.00315262
National,NA,NA,65 years and older,2009-10,200942,51,3103,3154,34363,9.1784768501,100.00315262
National,NA,NA,0-17 years,2009-10,200943,28,20,48,751,6.3914780293,97.884593155
National,NA,NA,18-64 years,2009-10,200943,205,743,948,12030,7.8802992519,97.884593155
National,NA,NA,65 years and older,2009-10,200943,62,3012,3074,33787,9.0981738538,97.884593155
National,NA,NA,0-17 years,2009-10,200944,34,29,63,756,8.3333333333,99.763553631
National,NA,NA,18-64 years,2009-10,200944,203,773,976,12781,7.636335185,99.763553631
National,NA,NA,65 years and older,2009-10,200944,63,3063,3126,33916,9.2168887841,99.763553631
National,NA,NA,0-17 years,2009-10,200945,15,22,37,811,4.5622688039,99.683687302
National,NA,NA,18-64 years,2009-10,200945,195,829,1024,12553,8.1574125707,99.683687302
National,NA,NA,65 years and older,2009-10,200945,58,3085,3143,34058,9.2283751248,99.683687302
National,NA,NA,0-17 years,2009-10,200946,19,17,36,753,4.780876494,98.002290903
National,NA,NA,18-64 years,2009-10,200946,144,724,868,12410,6.9943593876,98.002290903
National,NA,NA,65 years and older,2009-10,200946,46,2987,3033,33459,9.0648256075,98.002290903
National,NA,NA,0-17 years,2009-10,200947,7,22,29,730,3.9726027397,97.785811116
National,NA,NA,18-64 years,2009-10,200947,131,705,836,12009,6.9614455825,97.785811116
National,NA,NA,65 years and older,2009-10,200947,42,2934,2976,33780,8.809946714,97.785811116
National,NA,NA,0-17 years,2009-10,200948,5,21,26,726,3.5812672176,100.68411816
National,NA,NA,18-64 years,2009-10,200948,96,669,765,12439,6.1500120588,100.68411816
National,NA,NA,65 years and older,2009-10,200948,26,3095,3121,34733,8.9856908416,100.68411816
National,NA,NA,0-17 years,2009-10,200949,4,18,22,704,3.125,103.80941372
National,NA,NA,18-64 years,2009-10,200949,81,687,768,12745,6.0258925069,103.80941372
National,NA,NA,65 years and older,2009-10,200949,20,3279,3299,35933,9.1809757048,103.80941372
National,NA,NA,0-17 years,2009-10,200950,3,19,22,721,3.0513176144,103.43950651
National,NA,NA,18-64 years,2009-10,200950,54,700,754,12441,6.0606060606,103.43950651
National,NA,NA,65 years and older,2009-10,200950,27,3280,3307,36045,9.1746428076,103.43950651
National,NA,NA,0-17 years,2009-10,200951,2,31,33,726,4.5454545455,103.43320127
National,NA,NA,18-64 years,2009-10,200951,40,642,682,12278,5.5546505946,103.43320127
National,NA,NA,65 years and older,2009-10,200951,22,3168,3190,36199,8.8123981325,103.43320127
National,NA,NA,0-17 years,2009-10,200952,2,33,35,763,4.5871559633,104.73628348
National,NA,NA,18-64 years,2009-10,200952,31,735,766,12412,6.1714469868,104.73628348
National,NA,NA,65 years and older,2009-10,200952,14,3557,3571,36653,9.7427222874,104.73628348
National,NA,NA,0-17 years,2009-10,201001,1,27,28,774,3.6175710594,108.18524785
National,NA,NA,18-64 years,2009-10,201001,31,729,760,12915,5.8846302749,108.18524785
National,NA,NA,65 years and older,2009-10,201001,5,3708,3713,37784,9.8269108617,108.18524785
National,NA,NA,0-17 years,2009-10,201002,4,31,35,804,4.3532338308,108.14111119
National,NA,NA,18-64 years,2009-10,201002,20,725,745,12378,6.018742931,108.14111119
National,NA,NA,65 years and older,2009-10,201002,15,3738,3753,38269,9.8068933079,108.14111119
National,NA,NA,0-17 years,2009-10,201003,3,19,22,746,2.9490616622,105.078868
National,NA,NA,18-64 years,2009-10,201003,18,715,733,12278,5.9700276918,105.078868
National,NA,NA,65 years and older,2009-10,201003,7,3589,3596,36967,9.7275948819,105.078868
National,NA,NA,0-17 years,2009-10,201004,2,22,24,696,3.4482758621,101.95357244
National,NA,NA,18-64 years,2009-10,201004,14,670,684,11906,5.7450025197,101.95357244
National,NA,NA,65 years and older,2009-10,201004,13,3389,3402,35902,9.4757952203,101.95357244
National,NA,NA,0-17 years,2009-10,201005,5,19,24,681,3.5242290749,103.25245116
National,NA,NA,18-64 years,2009-10,201005,14,663,677,12299,5.504512562,103.25245116
National,NA,NA,65 years and older,2009-10,201005,8,3406,3414,36142,9.4460738199,103.25245116
National,NA,NA,0-17 years,2009-10,201006,1,28,29,744,3.8978494624,105.46979266
National,NA,NA,18-64 years,2009-10,201006,31,686,717,12371,5.795812788,105.46979266
National,NA,NA,65 years and older,2009-10,201006,6,3418,3424,37066,9.2375762154,105.46979266
National,NA,NA,0-17 years,2009-10,201007,2,37,39,731,5.3351573187,106.20540359
National,NA,NA,18-64 years,2009-10,201007,16,657,673,12557,5.3595604046,106.20540359
National,NA,NA,65 years and older,2009-10,201007,5,3545,3550,37239,9.5330164612,106.20540359
National,NA,NA,0-17 years,2009-10,201008,5,36,41,775,5.2903225806,105.56437121
National,NA,NA,18-64 years,2009-10,201008,18,689,707,12398,5.7025326666,105.56437121
National,NA,NA,65 years and older,2009-10,201008,7,3572,3579,37051,9.6596583088,105.56437121
National,NA,NA,0-17 years,2009-10,201009,2,30,32,751,4.2609853529,105.90485398
National,NA,NA,18-64 years,2009-10,201009,19,718,737,12503,5.8945852995,105.90485398
National,NA,NA,65 years and older,2009-10,201009,7,3597,3604,37133,9.705652654,105.90485398
National,NA,NA,0-17 years,2009-10,201010,0,31,31,717,4.3235704324,105.65054278
National,NA,NA,18-64 years,2009-10,201010,23,690,713,12427,5.7375070411,105.65054278
National,NA,NA,65 years and older,2009-10,201010,7,3663,3670,37119,9.8871198039,105.65054278
National,NA,NA,0-17 years,2009-10,201011,2,28,30,741,4.048582996,103.73164913
National,NA,NA,18-64 years,2009-10,201011,20,678,698,12353,5.6504492836,103.73164913
National,NA,NA,65 years and older,2009-10,201011,7,3534,3541,36257,9.7663899385,103.73164913
National,NA,NA,0-17 years,2009-10,201012,3,26,29,721,4.0221914008,101.61098793
National,NA,NA,18-64 years,2009-10,201012,17,680,697,11993,5.8117235054,101.61098793
National,NA,NA,65 years and older,2009-10,201012,5,3385,3390,35629,9.5147211541,101.61098793
National,NA,NA,0-17 years,2009-10,201013,2,17,19,758,2.5065963061,102.7186078
National,NA,NA,18-64 years,2009-10,201013,18,620,638,12277,5.1967092938,102.7186078
National,NA,NA,65 years and older,2009-10,201013,8,3355,3363,35835,9.3846797823,102.7186078
National,NA,NA,0-17 years,2009-10,201014,0,26,26,769,3.3810143043,100.50546979
National,NA,NA,18-64 years,2009-10,201014,8,668,676,12338,5.4790079429,100.50546979
National,NA,NA,65 years and older,2009-10,201014,6,3294,3300,34709,9.5076205019,100.50546979
National,NA,NA,0-17 years,2009-10,201015,0,20,20,747,2.6773761714,99.06367238
National,NA,NA,18-64 years,2009-10,201015,12,634,646,12071,5.35166929,99.06367238
National,NA,NA,65 years and older,2009-10,201015,1,3076,3077,34313,8.9674467403,99.06367238
National,NA,NA,0-17 years,2009-10,201016,0,19,19,756,2.5132275132,98.052732795
National,NA,NA,18-64 years,2009-10,201016,5,556,561,11838,4.7389761784,98.052732795
National,NA,NA,65 years and older,2009-10,201016,4,2998,3002,34056,8.8148931172,98.052732795
National,NA,NA,0-17 years,2009-10,201017,0,23,23,772,2.9792746114,97.439023109
National,NA,NA,18-64 years,2009-10,201017,6,593,599,11819,5.0681106693,97.439023109
National,NA,NA,65 years and older,2009-10,201017,1,2994,2995,33765,8.8701317933,97.439023109
National,NA,NA,0-17 years,2009-10,201018,1,19,20,740,2.7027027027,97.342342816
National,NA,NA,18-64 years,2009-10,201018,6,602,608,11949,5.0882919073,97.342342816
National,NA,NA,65 years and older,2009-10,201018,1,2914,2915,33622,8.6699185057,97.342342816
National,NA,NA,0-17 years,2009-10,201019,0,17,17,737,2.3066485753,97.516787692
National,NA,NA,18-64 years,2009-10,201019,1,634,635,11995,5.2938724469,97.516787692
National,NA,NA,65 years and older,2009-10,201019,3,2816,2819,33662,8.3744281386,97.516787692
National,NA,NA,0-17 years,2009-10,201020,0,14,14,751,1.8641810919,95.824882565
National,NA,NA,18-64 years,2009-10,201020,1,571,572,11781,4.8552754435,95.824882565
National,NA,NA,65 years and older,2009-10,201020,2,2832,2834,33059,8.5725521038,95.824882565
National,NA,NA,0-17 years,2009-10,201021,0,23,23,840,2.7380952381,95.770237182
National,NA,NA,18-64 years,2009-10,201021,2,505,507,11730,4.3222506394,95.770237182
National,NA,NA,65 years and older,2009-10,201021,0,2730,2730,32991,8.2749840866,95.770237182
National,NA,NA,0-17 years,2009-10,201022,0,20,20,788,2.538071066,95.070355931
National,NA,NA,18-64 years,2009-10,201022,3,548,551,11891,4.6337566227,95.070355931
National,NA,NA,65 years and older,2009-10,201022,1,2685,2686,32551,8.2516666155,95.070355931
National,NA,NA,0-17 years,2009-10,201023,1,13,14,757,1.8494055482,94.633192867
National,NA,NA,18-64 years,2009-10,201023,3,555,558,11908,4.6859254283,94.633192867
National,NA,NA,65 years and older,2009-10,201023,1,2741,2742,32360,8.4734239802,94.633192867
National,NA,NA,0-17 years,2009-10,201024,0,14,14,759,1.8445322793,94.992591347
National,NA,NA,18-64 years,2009-10,201024,1,555,556,11953,4.6515519117,94.992591347
National,NA,NA,65 years and older,2009-10,201024,1,2608,2609,32481,8.0323881654,94.992591347
National,NA,NA,0-17 years,2009-10,201025,1,20,21,769,2.7308192458,93.95432907
National,NA,NA,18-64 years,2009-10,201025,2,538,540,11733,4.6024034774,93.95432907
National,NA,NA,65 years and older,2009-10,201025,0,2588,2588,32195,8.0385152974,93.95432907
National,NA,NA,0-17 years,2009-10,201026,2,18,20,795,2.5157232704,94.011076199
National,NA,NA,18-64 years,2009-10,201026,0,548,548,11884,4.6112420061,94.011076199
National,NA,NA,65 years and older,2009-10,201026,2,2585,2587,32046,8.0727703926,94.011076199
National,NA,NA,0-17 years,2009-10,201027,0,16,16,747,2.1419009371,95.959394277
National,NA,NA,18-64 years,2009-10,201027,2,569,571,12381,4.6119053388,95.959394277
National,NA,NA,65 years and older,2009-10,201027,1,2635,2636,32524,8.1047841594,95.959394277
National,NA,NA,0-17 years,2009-10,201028,3,16,19,757,2.5099075297,94.425120062
National,NA,NA,18-64 years,2009-10,201028,2,525,527,12020,4.384359401,94.425120062
National,NA,NA,65 years and older,2009-10,201028,0,2581,2581,32146,8.0289927207,94.425120062
National,NA,NA,0-17 years,2009-10,201029,0,13,13,754,1.724137931,93.935413361
National,NA,NA,18-64 years,2009-10,201029,3,464,467,11915,3.9194292908,93.935413361
National,NA,NA,65 years and older,2009-10,201029,0,2617,2617,32023,8.1722511945,93.935413361
National,NA,NA,0-17 years,2009-10,201030,0,12,12,795,1.5094339623,93.212412909
National,NA,NA,18-64 years,2009-10,201030,1,477,478,11852,4.0330745866,93.212412909
National,NA,NA,65 years and older,2009-10,201030,2,2475,2477,31699,7.8141266286,93.212412909
National,NA,NA,0-17 years,2009-10,201031,0,12,12,763,1.5727391874,94.143486165
National,NA,NA,18-64 years,2009-10,201031,1,490,491,12048,4.0753652058,94.143486165
National,NA,NA,65 years and older,2009-10,201031,0,2531,2531,31976,7.9153114836,94.143486165
National,NA,NA,0-17 years,2009-10,201032,0,9,9,797,1.1292346299,93.462520623
National,NA,NA,18-64 years,2009-10,201032,4,506,510,11946,4.2692114515,93.462520623
National,NA,NA,65 years and older,2009-10,201032,1,2416,2417,31725,7.6185973207,93.462520623
National,NA,NA,0-17 years,2009-10,201033,0,13,13,753,1.7264276228,93.445706659
National,NA,NA,18-64 years,2009-10,201033,2,524,526,11655,4.5130845131,93.445706659
National,NA,NA,65 years and older,2009-10,201033,1,2479,2480,32047,7.7386338815,93.445706659
National,NA,NA,0-17 years,2009-10,201034,0,15,15,743,2.0188425303,93.317500184
National,NA,NA,18-64 years,2009-10,201034,1,487,488,11848,4.1188386226,93.317500184
National,NA,NA,65 years and older,2009-10,201034,1,2400,2401,31804,7.5493648598,93.317500184
National,NA,NA,0-17 years,2009-10,201035,0,10,10,757,1.321003963,93.330110657
National,NA,NA,18-64 years,2009-10,201035,0,526,526,11722,4.4872888586,93.330110657
National,NA,NA,65 years and older,2009-10,201035,2,2521,2523,31918,7.904630616,93.330110657
National,NA,NA,0-17 years,2009-10,201036,0,16,16,724,2.2099447514,94.395695625
National,NA,NA,18-64 years,2009-10,201036,2,575,577,11872,4.8601752022,94.395695625
National,NA,NA,65 years and older,2009-10,201036,1,2584,2585,32309,8.0008666316,94.395695625
National,NA,NA,0-17 years,2009-10,201037,1,18,19,701,2.7104136947,95.211172879
National,NA,NA,18-64 years,2009-10,201037,1,528,529,11771,4.4940956588,95.211172879
National,NA,NA,65 years and older,2009-10,201037,2,2652,2654,32823,8.0857934985,95.211172879
National,NA,NA,0-17 years,2009-10,201038,0,11,11,733,1.5006821282,94.925335491
National,NA,NA,18-64 years,2009-10,201038,0,548,548,11503,4.7639746153,94.925335491
National,NA,NA,65 years and older,2009-10,201038,1,2548,2549,32925,7.7418375095,94.925335491
National,NA,NA,0-17 years,2009-10,201039,2,14,16,789,2.0278833967,95.328870627
National,NA,NA,18-64 years,2009-10,201039,2,518,520,11816,4.4008124577,95.328870627
National,NA,NA,65 years and older,2009-10,201039,2,2690,2692,32748,8.2203493343,95.328870627
National,NA,NA,0-17 years,2010-11,201040,0,13,13,770,1.6883116883,98.017003121
National,NA,NA,18-64 years,2010-11,201040,3,542,545,12018,4.5348643701,98.017003121
National,NA,NA,65 years and older,2010-11,201040,2,2708,2710,33842,8.0078009574,98.017003121
National,NA,NA,0-17 years,2010-11,201041,1,9,10,693,1.443001443,97.977069957
National,NA,NA,18-64 years,2010-11,201041,2,579,581,11913,4.8770250986,97.977069957
National,NA,NA,65 years and older,2010-11,201041,4,2878,2882,34008,8.4744765937,97.977069957
National,NA,NA,0-17 years,2010-11,201042,0,16,16,718,2.2284122563,99.080486344
National,NA,NA,18-64 years,2010-11,201042,1,576,577,12065,4.7824285122,99.080486344
National,NA,NA,65 years and older,2010-11,201042,2,2839,2841,34350,8.2707423581,99.080486344
National,NA,NA,0-17 years,2010-11,201043,0,13,13,684,1.9005847953,97.983375193
National,NA,NA,18-64 years,2010-11,201043,1,613,614,11819,5.1950249598,97.983375193
National,NA,NA,65 years and older,2010-11,201043,4,2877,2881,34113,8.4454606748,97.983375193
National,NA,NA,0-17 years,2010-11,201044,1,16,17,709,2.3977433004,99.811893778
National,NA,NA,18-64 years,2010-11,201044,3,554,557,12263,4.5421185681,99.811893778
National,NA,NA,65 years and older,2010-11,201044,1,2935,2936,34513,8.5069394141,99.811893778
National,NA,NA,0-17 years,2010-11,201045,1,16,17,708,2.4011299435,101.88001135
National,NA,NA,18-64 years,2010-11,201045,0,585,585,12308,4.7530061748,101.88001135
National,NA,NA,65 years and older,2010-11,201045,2,3014,3016,35454,8.5067975405,101.88001135
National,NA,NA,0-17 years,2010-11,201046,1,21,22,772,2.8497409326,101.27470865
National,NA,NA,18-64 years,2010-11,201046,5,587,592,12001,4.9329222565,101.27470865
National,NA,NA,65 years and older,2010-11,201046,3,2941,2944,35407,8.3147400232,101.27470865
National,NA,NA,0-17 years,2010-11,201047,2,16,18,688,2.6162790698,100.48865583
National,NA,NA,18-64 years,2010-11,201047,5,597,602,12114,4.9694568268,100.48865583
National,NA,NA,65 years and older,2010-11,201047,6,2999,3005,35006,8.5842427012999991,100.48865583
National,NA,NA,0-17 years,2010-11,201048,1,18,19,717,2.649930265,102.88884919
National,NA,NA,18-64 years,2010-11,201048,4,630,634,12272,5.166232073,102.88884919
National,NA,NA,65 years and older,2010-11,201048,4,3216,3220,35963,8.9536468037,102.88884919
National,NA,NA,0-17 years,2010-11,201049,2,17,19,732,2.5956284153,105.85441209
National,NA,NA,18-64 years,2010-11,201049,7,648,655,12561,5.2145529815,105.85441209
National,NA,NA,65 years and older,2010-11,201049,4,3173,3177,37066,8.5711973237,105.85441209
National,NA,NA,0-17 years,2010-11,201050,0,14,14,665,2.1052631579,107.79852668
National,NA,NA,18-64 years,2010-11,201050,5,647,652,12619,5.1668119502,107.79852668
